,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
20913,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Nicholas Pinnock,ACTOR
20914,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Ray Panthaki,ACTOR
20915,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Sinéad Cusack,ACTOR
20916,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Nina Sosanya,ACTOR
20917,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Jamie Bamber,ACTOR
20918,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Harry Lloyd,ACTOR
20919,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Ian Puleston-Davies,ACTOR
20920,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Robert Whitelock,ACTOR
20921,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Laura Carmichael,ACTOR
20922,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Charlie Covell,ACTOR
20923,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Jack Doolan,ACTOR
20924,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,David Mallet,ACTOR
20925,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Maeve Dermody,ACTOR
20926,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Nick Hendrix,ACTOR
20927,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Patrick Baladi,ACTOR
20928,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Ben Cura,ACTOR
20929,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Tobias Santelmann,ACTOR
20930,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Daniel Wu,ACTOR
20931,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Emily Beecham,ACTOR
20932,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Nick Frost,ACTOR
20933,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Orla Brady,ACTOR
20934,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Alexia Ioannides,ACTOR
20935,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Aramis Knight,ACTOR
20936,ts36015,1.0,0.0,0.0,Into the Badlands,SHOW,7.9,46030.0,2015,TV-14,43,"['action', 'drama']",['US'],3.0,Maddison Jaizani,ACTOR
21033,ts35554,1.0,0.0,0.0,Scream: The TV Series,SHOW,7.1,40676.0,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],3.0,RJ Cyler,ACTOR
21034,ts35554,1.0,0.0,0.0,Scream: The TV Series,SHOW,7.1,40676.0,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],3.0,Jessica Sula,ACTOR
21035,ts35554,1.0,0.0,0.0,Scream: The TV Series,SHOW,7.1,40676.0,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],3.0,Keke Palmer,ACTOR
21036,ts35554,1.0,0.0,0.0,Scream: The TV Series,SHOW,7.1,40676.0,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],3.0,Giorgia Whigham,ACTOR
21037,ts35554,1.0,0.0,0.0,Scream: The TV Series,SHOW,7.1,40676.0,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],3.0,Tyga,ACTOR
21038,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Rose McIver,ACTOR
21039,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,David Anders,ACTOR
21040,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Robert Buckley,ACTOR
21041,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Malcolm Goodwin,ACTOR
21042,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Rahul Kohli,ACTOR
21043,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Aly Michalka,ACTOR
21044,ts21981,1.0,0.0,0.0,iZombie,SHOW,7.8,67213.0,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],5.0,Bryce Hodgson,ACTOR
21101,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Miguel Ángel Silvestre,ACTOR
21102,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Max Riemelt,ACTOR
21103,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Jamie Clayton,ACTOR
21104,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Bae Doona,ACTOR
21105,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Brian J. Smith,ACTOR
21106,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Tuppence Middleton,ACTOR
21107,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Freema Agyeman,ACTOR
21108,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Naveen Andrews,ACTOR
21109,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Daryl Hannah,ACTOR
21110,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Tina Desai,ACTOR
21111,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Toby Onwumere,ACTOR
21112,ts21869,1.0,0.0,0.0,Sense8,SHOW,8.2,152865.0,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],2.0,Terrence Mann,ACTOR
21136,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Paul Sun-Hyung Lee,ACTOR
21137,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Jean Yoon,ACTOR
21138,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Andrea Bang,ACTOR
21139,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Simu Liu,ACTOR
21140,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Andrew Phung,ACTOR
21141,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Nicole Power,ACTOR
21142,ts47714,1.0,0.0,0.0,Kim's Convenience,SHOW,8.2,17706.0,2016,TV-14,22,['comedy'],['CA'],5.0,Benjamin Beauchemin,ACTOR
21161,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Melanie Scrofano,ACTOR
21162,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Tim Rozon,ACTOR
21163,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Dominique Provost-Chalkley,ACTOR
21164,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Kat Barrell,ACTOR
21165,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Varun Saranga,ACTOR
21166,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Greg Lawson,ACTOR
21167,ts38710,1.0,0.0,0.0,Wynonna Earp,SHOW,7.3,22565.0,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",4.0,Martina Ortiz Luis,ACTOR
21168,ts21885,1.0,0.0,0.0,Unbreakable Kimmy Schmidt,SHOW,7.6,71266.0,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,Ellie Kemper,ACTOR
21169,ts21885,1.0,0.0,0.0,Unbreakable Kimmy Schmidt,SHOW,7.6,71266.0,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,Tituss Burgess,ACTOR
21170,ts21885,1.0,0.0,0.0,Unbreakable Kimmy Schmidt,SHOW,7.6,71266.0,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,Jane Krakowski,ACTOR
21171,ts21885,1.0,0.0,0.0,Unbreakable Kimmy Schmidt,SHOW,7.6,71266.0,2015,TV-14,30,"['comedy', 'drama']",['US'],4.0,Carol Kane,ACTOR
21220,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Melissa O'Neil,ACTOR
21221,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Anthony Lemke,ACTOR
21222,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Alex Mallari Jr.,ACTOR
21223,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Jodelle Ferland,ACTOR
21224,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Roger Cross,ACTOR
21225,ts35253,1.0,0.0,0.0,Dark Matter,SHOW,7.5,42177.0,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],3.0,Zoie Palmer,ACTOR
21300,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,George Blagden,ACTOR
21301,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Alexander Vlahos,ACTOR
21302,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Tygh Runyan,ACTOR
21303,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Stuart Bowman,ACTOR
21304,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Elisa Lasowski,ACTOR
21305,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Anna Brewster,ACTOR
21306,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Evan Williams,ACTOR
21307,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Maddison Jaizani,ACTOR
21308,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Steve Cumyn,ACTOR
21309,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Joe Sheridan,ACTOR
21310,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Pip Torrens,ACTOR
21311,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Noémie Schmidt,ACTOR
21312,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Amira Casar,ACTOR
21313,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Sarah Winter,ACTOR
21314,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Gilly Gilchrist,ACTOR
21315,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Anatole Taubman,ACTOR
21316,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Alexis Michalik,ACTOR
21317,ts38090,1.0,0.0,0.0,Versailles,SHOW,7.9,16505.0,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",3.0,Lizzie Brocheré,ACTOR
21318,ts21986,1.0,0.0,0.0,Good Witch,SHOW,7.2,10556.0,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,Catherine Bell,ACTOR
21319,ts21986,1.0,0.0,0.0,Good Witch,SHOW,7.2,10556.0,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,James Denton,ACTOR
21320,ts21986,1.0,0.0,0.0,Good Witch,SHOW,7.2,10556.0,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,Catherine Disher,ACTOR
21321,ts21986,1.0,0.0,0.0,Good Witch,SHOW,7.2,10556.0,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,Sarah Power,ACTOR
21322,ts21986,1.0,0.0,0.0,Good Witch,SHOW,7.2,10556.0,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.0,Rhys Matthew Bond,ACTOR
21366,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Patrick Brammall,ACTOR
21367,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Emma Booth,ACTOR
21368,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Jessica Faulkner,ACTOR
21369,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Sean Keenan,ACTOR
21370,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Hannah Monson,ACTOR
21371,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Aaron L. McGrath,ACTOR
21372,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Rodger Corser,ACTOR
21373,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,John Leary,ACTOR
21374,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Luke Arnold,ACTOR
21375,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Pernilla August,ACTOR
21376,ts36177,1.0,0.0,0.0,Glitch,SHOW,7.3,17240.0,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,Rob Collins,ACTOR
21415,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Janeane Garofalo,ACTOR
21416,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Molly Shannon,ACTOR
21417,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Paul Rudd,ACTOR
21418,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Christopher Meloni,ACTOR
21419,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Ken Marino,ACTOR
21420,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Amy Poehler,ACTOR
21421,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Bradley Cooper,ACTOR
21422,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Chris Pine,ACTOR
21423,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Jason Schwartzman,ACTOR
21424,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,John Slattery,ACTOR
21425,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Josh Charles,ACTOR
21426,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Joe Lo Truglio,ACTOR
21427,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Zak Orth,ACTOR
21428,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Marguerite Moreau,ACTOR
21429,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Michael Showalter,ACTOR
21430,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Michael Ian Black,ACTOR
21431,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,A.D. Miles,ACTOR
21432,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Lake Bell,ACTOR
21433,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Elizabeth Banks,ACTOR
21434,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Nina Hellman,ACTOR
21435,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,David Wain,ACTOR
21436,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Rich Sommer,ACTOR
21437,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,Michaela Watkins,ACTOR
21438,ts35775,1.0,0.0,0.0,Wet Hot American Summer: First Day of Camp,SHOW,7.3,23947.0,2015,TV-MA,29,['comedy'],['US'],2.0,George Baron,ACTOR
21439,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Jason Momoa,ACTOR
21440,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Landon Liboiron,ACTOR
21441,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Alun Armstrong,ACTOR
21442,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Jessica Matten,ACTOR
21443,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Zoe Boyle,ACTOR
21444,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Lyla Porter-Follows,ACTOR
21445,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Allan Hawco,ACTOR
21446,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Christian McKay,ACTOR
21447,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,William Belleau,ACTOR
21448,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Evan Jonigkeit,ACTOR
21449,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Breanne Hill,ACTOR
21450,ts38415,1.0,0.0,0.0,Frontier,SHOW,7.1,20979.0,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],3.0,Michael Patric,ACTOR
21455,ts38511,1.0,0.0,0.0,Love,SHOW,7.7,42357.0,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,Gillian Jacobs,ACTOR
21456,ts38511,1.0,0.0,0.0,Love,SHOW,7.7,42357.0,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,Paul Rust,ACTOR
21457,ts38511,1.0,0.0,0.0,Love,SHOW,7.7,42357.0,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],3.0,Chris Witaske,ACTOR
