,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
20480,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Kingsley Ben-Adir,ACTOR
20481,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Phyllis Smith,ACTOR
20482,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Patrick Gibson,ACTOR
20483,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Brendan Meyer,ACTOR
20484,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Brandon Perea,ACTOR
20485,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Ian Alexander,ACTOR
20486,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Will Brill,ACTOR
20487,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Sharon Van Etten,ACTOR
20488,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Paz Vega,ACTOR
20489,ts53051,1.0,0.0,0.0,The OA,SHOW,7.8,103176.0,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,Chloë Levine,ACTOR
20683,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Olivia Taylor Dudley,ACTOR
20684,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Arjun Gupta,ACTOR
20685,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Stella Maeve,ACTOR
20686,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Jade Tailor,ACTOR
20687,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Hale Appleman,ACTOR
20688,ts38199,1.0,0.0,0.0,The Magicians,SHOW,7.6,50193.0,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],5.0,Summer Bishil,ACTOR
20689,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Annouck Hautbois,ACTOR
20690,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Benjamin Bollen,ACTOR
20691,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Marie Nonnenmacher,ACTOR
20692,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Thierry Kazazian,ACTOR
20693,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Antoine Tomé,ACTOR
20694,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Fanny Bloc,ACTOR
20695,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Alexandre N'Guyen,ACTOR
20696,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Marie Chevalot,ACTOR
20697,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Adeline Chetail,ACTOR
20698,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Martial Le Minoux,ACTOR
20699,ts42062,1.0,0.0,0.0,Miraculous: Tales of Ladybug & Cat Noir,SHOW,7.7,10102.0,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,Jessie Lambotte,ACTOR
20700,ts41961,1.0,0.0,0.0,Queen of the South,SHOW,7.9,29495.0,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],5.0,Alice Braga,ACTOR
20701,ts41961,1.0,0.0,0.0,Queen of the South,SHOW,7.9,29495.0,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],5.0,Hemky Madera,ACTOR
20702,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Jane Fonda,ACTOR
20703,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Lily Tomlin,ACTOR
20704,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Martin Sheen,ACTOR
20705,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Sam Waterston,ACTOR
20706,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Ethan Embry,ACTOR
20707,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Brooklyn Decker,ACTOR
20708,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,June Diane Raphael,ACTOR
20709,ts35251,1.0,0.0,0.0,Grace and Frankie,SHOW,8.2,51116.0,2015,TV-MA,29,"['drama', 'comedy']",['US'],7.0,Baron Vaughn,ACTOR
20710,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Kiefer Sutherland,ACTOR
20711,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Maggie Q,ACTOR
20712,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Kal Penn,ACTOR
20713,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Adan Canto,ACTOR
20714,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Italia Ricci,ACTOR
20715,ts41956,1.0,0.0,0.0,Designated Survivor,SHOW,7.5,89300.0,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],3.0,Emiliano Díez,ACTOR
20716,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Jeananne Goossen,ACTOR
20717,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Sydney Meyer,ACTOR
20718,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Paula Brancati,ACTOR
20719,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Christopher Jacot,ACTOR
20720,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Jefferson Brown,ACTOR
20721,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Patrice Goodman,ACTOR
20722,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Sabrina Grdevich,ACTOR
20723,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,David Cronenberg,ACTOR
20724,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Rachael Crawford,ACTOR
20725,ts38718,1.0,0.0,0.0,Slasher,SHOW,6.7,14321.0,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,Alex Ozerov,ACTOR
20733,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Lior Raz,ACTOR
20734,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Netta Garti,ACTOR
20735,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Doron Ben-David,ACTOR
20736,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Rona-Lee Shim'on,ACTOR
20737,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Itzik Cohen,ACTOR
20738,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Boaz Konforty,ACTOR
20739,ts53664,1.0,0.0,0.0,Fauda,SHOW,8.2,26158.0,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],4.0,Yaakov Zada Daniel,ACTOR
20740,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Camille Cottin,ACTOR
20741,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Thibault de Montalembert,ACTOR
20742,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Grégory Montel,ACTOR
20743,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Liliane Rovère,ACTOR
20744,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Laure Calamy,ACTOR
20745,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Nicolas Maury,ACTOR
20746,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Fanny Sidney,ACTOR
20747,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Stéfi Celma,ACTOR
20748,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Ophélia Kolb,ACTOR
20749,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Anne Marivin,ACTOR
20750,ts37866,1.0,0.0,0.0,Call My Agent!,SHOW,8.3,14061.0,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],4.0,Assaad Bouab,ACTOR
20751,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,Eric McCormack,ACTOR
20752,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,MacKenzie Porter,ACTOR
20753,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,Nesta Cooper,ACTOR
20754,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,Jared Abrahamson,ACTOR
20755,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,Reilly Dolman,ACTOR
20756,ts42120,1.0,0.0,0.0,Travelers,SHOW,8.0,55485.0,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],3.0,Patrick Gilmore,ACTOR
20843,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Daniel Sharman,ACTOR
20844,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Synnøve Karlsen,ACTOR
20845,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Alessandra Mastronardi,ACTOR
20846,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Sebastian de Souza,ACTOR
20847,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Francesco Montanari,ACTOR
20848,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Johnny Harris,ACTOR
20849,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Gualtiero Burzi,ACTOR
20850,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Sean Bean,ACTOR
20851,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Bradley James,ACTOR
20852,ts42077,1.0,0.0,0.0,Medici: Masters of Florence,SHOW,7.9,18891.0,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",3.0,Sarah Parish,ACTOR
20855,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Kyle Chandler,ACTOR
20856,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Linda Cardellini,ACTOR
20857,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Norbert Leo Butz,ACTOR
20858,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Jamie McShane,ACTOR
20859,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Sissy Spacek,ACTOR
20860,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Beau Bridges,ACTOR
20861,ts18010,1.0,0.0,0.0,Bloodline,SHOW,7.9,51422.0,2015,TV-MA,57,"['drama', 'thriller']",['US'],3.0,Chloë Sevigny,ACTOR
20862,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Rachel Bloom,ACTOR
20863,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Donna Lynne Champlin,ACTOR
20864,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Vincent Rodriguez III,ACTOR
20865,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Pete Gardner,ACTOR
20866,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Vella Lovell,ACTOR
20867,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Gabrielle Ruiz,ACTOR
20868,ts36129,1.0,0.0,0.0,Crazy Ex-Girlfriend,SHOW,7.8,20028.0,2015,TV-14,42,['comedy'],['US'],4.0,Scott Michael Foster,ACTOR
20869,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Pedro Pascal,ACTOR
20870,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Matias Varela,ACTOR
20871,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Damián Alcázar,ACTOR
20872,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Francisco Denis,ACTOR
20873,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Alberto Ammann,ACTOR
20874,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Pêpê Rapazote,ACTOR
20875,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Arturo Castro,ACTOR
20876,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Michael Stahl-David,ACTOR
20877,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Matt Whelan,ACTOR
20878,ts36631,1.0,0.0,0.0,Narcos,SHOW,8.8,410463.0,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],3.0,Andrea Londo,ACTOR
20879,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Caity Lotz,ACTOR
20880,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Tala Ashe,ACTOR
20881,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Jes Macallan,ACTOR
20882,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Olivia Swann,ACTOR
20883,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Adam Tsekhman,ACTOR
20884,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Shayan Sobhian,ACTOR
20885,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Lisseth Chavez,ACTOR
20886,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Amy Pemberton,ACTOR
20887,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Nick Zano,ACTOR
20888,ts36550,1.0,0.0,0.0,DC's Legends of Tomorrow,SHOW,6.8,101178.0,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],7.0,Matt Ryan,ACTOR
20889,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Trond Fausa Aurvåg,ACTOR
20890,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Jon Øigarden,ACTOR
20891,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Kåre Conradi,ACTOR
20892,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Mikkel Bratt Silset,ACTOR
20893,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Nils Jørgen Kaalstad,ACTOR
20894,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Kristine Riis,ACTOR
20895,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Bjørn Hallgeir Myrene,ACTOR
20896,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Marian Saastad Ottesen,ACTOR
20897,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Nikis Theophilakis,ACTOR
20898,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Silje Torp,ACTOR
20899,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Øystein Martinsen,ACTOR
20900,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Christian Skolmen,ACTOR
20901,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Erik Aleksander Schjerven,ACTOR
20902,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Ingar Helge Gimle,ACTOR
20903,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Finn Schau,ACTOR
20904,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Richard Skog,ACTOR
20905,ts70529,1.0,0.0,0.0,Norsemen,SHOW,7.7,18456.0,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],3.0,Egil Birkeland,ACTOR
20906,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Ryan Phillippe,ACTOR
20907,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Shantel VanSanten,ACTOR
20908,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Cynthia Addai-Robinson,ACTOR
20909,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Omar Epps,ACTOR
20910,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Lexy Kolker,ACTOR
20911,ts41975,1.0,0.0,0.0,Shooter,SHOW,7.5,36165.0,2016,TV-14,41,"['action', 'war', 'drama']",['US'],3.0,Jesse Bradford,ACTOR
20912,ts38734,1.0,0.0,0.0,Marcella,SHOW,7.4,30969.0,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],3.0,Anna Friel,ACTOR
